Decision-Maker,++,+,0,-,--,Target (Y/N),Based on,Confidence,Evidence items,Profile,Comments
Craig Hoy (Scottish Conservative and Unionist Party) - Dumfriesshire,,x,,,,,"a vote, 9 months ago","strong (recorded vote, human-confirmed meaning line)",19,,"2026-06-24 VOTE NO: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed] | 2026-06-16 VOTE NO: S7M-00356.5 (Strengthening Scotland’s Partnership with the Th) [diverged from own party's majority] [no meaning line -- not placed] | 2026-02-03 VOTE YES: S6M-20627 (Prostitution (Offences and Support) (Scotland) B) [diverged from own party's majority] [no meaning line -- not placed] | 2026-01-29 VOTE YES: S6M-20611.1 (Business Programme) [no meaning line -- not placed] | 2025-12-02 VOTE YES: S6M-19970.2 (Uniting Local and National Efforts Across Sector) [+1: Voted to commit public bodies to the For Women Scotland sex definition and to demand a grooming gangs inquiry ] | 2025-11-27 SPOKE: Non-Domestic Rates (Liability for Unoccupied ""We have to reflect on the Government’s track record of defending its legislation in court,"" [activity, not direction] | 2025-08-21 MOTION CO-SIGNED S6M-18590: Congratulating Sharron Davies [no meaning line -- not placed] | 2025-06-19 VOTE YES: S6M-18016.1 (Progressing National Advisory Council on Women a) [+1: Voted to put the For Women Scotland judgment and the Sullivan Review's sex/gender distinction into the Parliam] | 2025-04-30 MOTION CO-SIGNED S6M-17413: Public Trust and Confidence in the Equalities, Human [no meaning line -- not placed] | 2025-04-17 MOTION CO-SIGNED S6M-17241: Supreme Court Judgment on the Definition of ""Woman"" [+1: Signed the motion crediting For Women Scotland's challenge for the ruling that the Scottish Government's guida] | 2025-04-16 MOTION CO-SIGNED S6M-17234: Welcoming the Supreme Court’s Judgment on the Defini [+1: Signed a motion welcoming the For Women Scotland judgment on the day it was handed down -- that woman and sex ] | 2025-03-12 VOTE NOT "
Paul Sweeney (Scottish Labour) - Glasgow,,x,,,,,"a vote, 18 months ago","strong (recorded vote, human-confirmed meaning line)",19,,"2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed] | 2026-06-22 MOTION PROPOSED S7M-00444: Congratulations to Community InfoSource on its 20th  [no meaning line -- not placed] | 2026-06-16 VOTE ABSTAIN: S7M-00356.5 (Strengthening Scotland’s Partnership with the Th) [diverged from own party's majority] [absence/abstention -- not placed] | 2026-02-03 VOTE NOT VOTED: S6M-20627 (Prostitution (Offences and Support) (Scotland) B) [diverged from own party's majority] [absence/abstention -- not placed] | 2026-01-29 VOTE NOT VOTED: S6M-20611.1 (Business Programme) [absence/abstention -- not placed] | 2025-12-02 VOTE ABSTAIN: S6M-19970.2 (Uniting Local and National Efforts Across Sector) [diverged from own party's majority] [absence/abstention -- not placed] | 2025-11-11 MOTION CO-SIGNED S6M-19665: Congratulating Evie, Poppy and Violet on Being Inclu [no meaning line -- not placed] | 2025-10-10 MOTION CO-SIGNED S6M-19317: Celebrating Margaret McAuley Rae During Scottish Wom [no meaning line -- not placed] | 2025-06-19 VOTE ABSTAIN: S6M-18016.1 (Progressing National Advisory Council on Women a) [diverged from own party's majority] [absence/abstention -- not placed] | 2025-06-19 MOTION CO-SIGNED S6M-18039: Congratulations to Braidhurst High School on Winning [no meaning line -- not placed] | 2025-03-12 VOTE NO: S6M-16755.3 (Protecting Single-sex Spaces in the Public Secto) [diverged from own party's majority] [+1: Voted to keep the single-sex spaces motion's own wording against the wrecking amendment.] | 2025-03-12 VOTE ABSTAIN: S6M-16755 (Protecting Single-sex Spaces in the Public Secto) [diverged from own party's majority] [absence/abstention -- not placed] | 2024-11-14 MOTION CO-SIGNED S"
Liam Kerr (Scottish Conservative and Unionist Party) - North East Scotland,,x,,,,,"a vote, 9 months ago","strong (recorded vote, human-confirmed meaning line)",17,,"2026-06-24 VOTE NO: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed] | 2026-06-16 VOTE NO: S7M-00356.5 (Strengthening Scotland’s Partnership with the Th) [diverged from own party's majority] [no meaning line -- not placed] | 2026-02-25 SPOKE: Criminal Justice Committee -- Subordinate Le ""You say that it is important that sex is included in the 2021 act and that it offers a pro"" [activity, not direction] | 2026-02-03 VOTE YES: S6M-20627 (Prostitution (Offences and Support) (Scotland) B) [diverged from own party's majority] [no meaning line -- not placed] | 2026-01-29 VOTE YES: S6M-20611.1 (Business Programme) [no meaning line -- not placed] | 2025-12-02 VOTE YES: S6M-19970.2 (Uniting Local and National Efforts Across Sector) [+1: Voted to commit public bodies to the For Women Scotland sex definition and to demand a grooming gangs inquiry ] | 2025-11-26 SPOKE: Criminal Justice Committee -- Subordinate Le ""I would like a brief clarification. Cabinet secretary, you talked about the fact that, und"" [activity, not direction] | 2025-08-21 MOTION CO-SIGNED S6M-18590: Congratulating Sharron Davies [no meaning line -- not placed] | 2025-06-19 VOTE YES: S6M-18016.1 (Progressing National Advisory Council on Women a) [+1: Voted to put the For Women Scotland judgment and the Sullivan Review's sex/gender distinction into the Parliam] | 2025-04-30 MOTION CO-SIGNED S6M-17413: Public Trust and Confidence in the Equalities, Human [no meaning line -- not placed] | 2025-04-17 MOTION CO-SIGNED S6M-17241: Supreme Court Judgment on the Definition of ""Woman"" [+1: Signed the motion crediting For Women Scotland's challenge for the ruling that the Scottish Government's guida] | 2025-04-16 MOTION CO-SIGNED S6M-17234: Welcomin"
Tim Eagle (Scottish Conservative and Unionist Party) - Highlands and Islands,,x,,,,,"a vote, 9 months ago","strong (recorded vote, human-confirmed meaning line)",17,,"2026-06-24 VOTE NO: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed] | 2026-06-24 SPOKE: Reform UK Priorities ""Yesterday’s statement on non-domestic rates was a non-event—yet another discussion, yet an"" [activity, not direction] | 2026-06-16 VOTE NOT VOTED: S7M-00356.5 (Strengthening Scotland’s Partnership with the Th) [diverged from own party's majority] [absence/abstention -- not placed] | 2026-02-03 VOTE YES: S6M-20627 (Prostitution (Offences and Support) (Scotland) B) [diverged from own party's majority] [no meaning line -- not placed] | 2026-01-29 VOTE YES: S6M-20611.1 (Business Programme) [no meaning line -- not placed] | 2025-12-02 VOTE YES: S6M-19970.2 (Uniting Local and National Efforts Across Sector) [+1: Voted to commit public bodies to the For Women Scotland sex definition and to demand a grooming gangs inquiry ] | 2025-06-19 VOTE YES: S6M-18016.1 (Progressing National Advisory Council on Women a) [+1: Voted to put the For Women Scotland judgment and the Sullivan Review's sex/gender distinction into the Parliam] | 2025-04-30 MOTION CO-SIGNED S6M-17413: Public Trust and Confidence in the Equalities, Human [no meaning line -- not placed] | 2025-04-17 MOTION CO-SIGNED S6M-17241: Supreme Court Judgment on the Definition of ""Woman"" [+1: Signed the motion crediting For Women Scotland's challenge for the ruling that the Scottish Government's guida] | 2025-04-16 MOTION CO-SIGNED S6M-17234: Welcoming the Supreme Court’s Judgment on the Defini [+1: Signed a motion welcoming the For Women Scotland judgment on the day it was handed down -- that woman and sex ] | 2025-03-12 VOTE NOT VOTED: S6M-16755 (Protecting Single-sex Spaces in the Public Secto) [absence/abstention -- not placed] | 2025-03-12 V"
Carol Mochan (Scottish Labour) - South Scotland,,x,,,,,"a vote, 18 months ago","strong (recorded vote, human-confirmed meaning line)",15,,"2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed] | 2026-06-16 VOTE ABSTAIN: S7M-00356.5 (Strengthening Scotland’s Partnership with the Th) [diverged from own party's majority] [absence/abstention -- not placed] | 2026-02-03 VOTE YES: S6M-20627 (Prostitution (Offences and Support) (Scotland) B) [diverged from own party's majority] [no meaning line -- not placed] | 2026-01-29 VOTE NO: S6M-20611.1 (Business Programme) [no meaning line -- not placed] | 2025-12-02 VOTE ABSTAIN: S6M-19970.2 (Uniting Local and National Efforts Across Sector) [diverged from own party's majority] [absence/abstention -- not placed] | 2025-12-02 SPOKE: Violence against Women and Girls ""I am pleased to hear that the Scottish Government is working with the UK Government on the"" [activity, not direction] | 2025-06-19 VOTE ABSTAIN: S6M-18016.1 (Progressing National Advisory Council on Women a) [diverged from own party's majority] [absence/abstention -- not placed] | 2025-06-16 MOTION CO-SIGNED S6M-17976: Restoring Legal Compliance on Sex-based Rights in Pu [no meaning line -- not placed] | 2025-03-19 SPOKE: Sexual Violence (Hospitals) ""I thank Tess White for bringing the debate to the chamber. I welcome the speeches by membe"" [activity, not direction] | 2025-03-12 VOTE NO: S6M-16755.3 (Protecting Single-sex Spaces in the Public Secto) [diverged from own party's majority] [+1: Voted to keep the single-sex spaces motion's own wording against the wrecking amendment.] | 2025-03-12 VOTE ABSTAIN: S6M-16755 (Protecting Single-sex Spaces in the Public Secto) [diverged from own party's majority] [absence/abstention -- not placed] | 2024-10-01 SPOKE: Safe and Fair Sport for Women and Girls ""The performance director of"
Katy Clark (Scottish Labour) - West Scotland,,x,,,,,"a vote, 18 months ago","strong (recorded vote, human-confirmed meaning line)",15,,"2026-07-01 QUESTION S7W-01441: ""To ask the Scottish Government what direction, if any, Scottish Ministers have provided to"" [activity, not direction] | 2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed] | 2026-06-16 VOTE ABSTAIN: S7M-00356.5 (Strengthening Scotland’s Partnership with the Th) [diverged from own party's majority] [absence/abstention -- not placed] | 2026-02-25 SPOKE: Criminal Justice Committee -- Subordinate Le ""You will have seen the representations that have been made, and you will be very aware of "" [activity, not direction] | 2026-02-25 SPOKE: Criminal Justice Committee -- Subordinate Le ""Does the Scottish Government have a view on how “sex” should be interpreted in relation to"" [activity, not direction] | 2026-02-25 SPOKE: Criminal Justice Committee -- Subordinate Le ""Cabinet secretary, if the instrument passes, it might create a situation in which there ar"" [activity, not direction] | 2026-02-03 VOTE YES: S6M-20627 (Prostitution (Offences and Support) (Scotland) B) [diverged from own party's majority] [no meaning line -- not placed] | 2026-01-29 VOTE NOT VOTED: S6M-20611.1 (Business Programme) [absence/abstention -- not placed] | 2025-12-02 VOTE ABSTAIN: S6M-19970.2 (Uniting Local and National Efforts Across Sector) [diverged from own party's majority] [absence/abstention -- not placed] | 2025-12-02 SPOKE: Violence against Women and Girls ""Earlier in this parliamentary session, I was pleased to lead, alongside Pauline McNeill MS"" [activity, not direction] | 2025-06-19 VOTE ABSTAIN: S6M-18016.1 (Progressing National Advisory Council on Women a) [diverged from own party's majority] [absence/abstention -- not placed] | 2025-03-12 VOTE NO: S6M-16755.3 (Protectin"
Finlay Carson (Scottish Conservative and Unionist Party) - Galloway and West Dumfries,,x,,,,,"a vote, 9 months ago","strong (recorded vote, human-confirmed meaning line)",13,,"2026-06-24 VOTE NO: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed] | 2026-06-16 VOTE NO: S7M-00356.5 (Strengthening Scotland’s Partnership with the Th) [diverged from own party's majority] [no meaning line -- not placed] | 2026-02-03 VOTE YES: S6M-20627 (Prostitution (Offences and Support) (Scotland) B) [diverged from own party's majority] [no meaning line -- not placed] | 2026-01-29 VOTE YES: S6M-20611.1 (Business Programme) [no meaning line -- not placed] | 2025-12-02 VOTE YES: S6M-19970.2 (Uniting Local and National Efforts Across Sector) [+1: Voted to commit public bodies to the For Women Scotland sex definition and to demand a grooming gangs inquiry ] | 2025-06-19 VOTE NOT VOTED: S6M-18016.1 (Progressing National Advisory Council on Women a) [absence/abstention -- not placed] | 2025-04-17 MOTION CO-SIGNED S6M-17241: Supreme Court Judgment on the Definition of ""Woman"" [+1: Signed the motion crediting For Women Scotland's challenge for the ruling that the Scottish Government's guida] | 2025-04-16 MOTION CO-SIGNED S6M-17234: Welcoming the Supreme Court’s Judgment on the Defini [+1: Signed a motion welcoming the For Women Scotland judgment on the day it was handed down -- that woman and sex ] | 2025-03-12 VOTE NO: S6M-16755.3 (Protecting Single-sex Spaces in the Public Secto) [diverged from own party's majority] [+1: Voted to keep the single-sex spaces motion's own wording against the wrecking amendment.] | 2025-03-12 VOTE NO: S6M-16755 (Protecting Single-sex Spaces in the Public Secto) [+1: Refused to ratify the motion once its single-sex protections had been stripped -- including five SNP rebels.] | 2024-04-24 MOTION PROPOSED S6M-12989: 90 Days on How Scotland Saved Women Rugby World Cup [no "
Amanda Lindsay (Reform UK) - Central Scot and Lothians West,,x,,,,,"a motion signed, 3 months ago","moderate (motion sponsorship, human-confirmed meaning line)",12,,"2026-09-01 SPOKE: First Minister’s Question Time ""What action will the First Minister take to ensure that community running events held on p"" [activity, not direction] | 2026-08-07 MOTION PROPOSED S7M-00810.1: Recognising the Importance of Preventing Violence Ag [no meaning line -- not placed] | 2026-06-24 VOTE NO: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [no meaning line -- not placed] | 2026-06-23 QUESTION S7W-01254: ""To ask the Scottish Government what action it is taking to ensure that its work towards th"" [activity, not direction] | 2026-06-23 QUESTION S7W-01253: ""To ask the Scottish Government, in light of the importance of preventing violence against "" [activity, not direction] | 2026-06-21 QUESTION S7W-01184: ""To ask the Scottish Government, in light of the Supreme Court’s clarification onbiological"" [activity, not direction] | 2026-06-19 MOTION CO-SIGNED S7M-00431: Congratulations to For Women Scotland on Landmark Su [+1: Put their name to congratulating For Women Scotland on the Supreme Court ruling that sex in the Equality Act 2] | 2026-06-16 VOTE NO: S7M-00356.5 (Strengthening Scotland’s Partnership with the Th) [diverged from own party's majority] [no meaning line -- not placed] | 2026-06-10 SPOKE: Public Trust in Scottish Politics ""Instead of full transparency, we have had silence, deflection and obstruction. The First M"" [activity, not direction] | 2026-06-09 QUESTION S7W-00892: ""To ask the Scottish Government what its position is on the compliance of school toilet fac"" [activity, not direction] | 2026-05-27 SPOKE: Childcare ""Thank God for that safeguard in the union.We still have male prisoners housed in female pr"" [activity, not direction] | 2026-05-26 QUESTION S7W-00558: ""To ask the Scottish Parliamentary Corporate Body whether it will pro"
Graham Simpson (Reform UK) - Central Scot and Lothians West,,x,,,,,"a vote, 9 months ago","strong (recorded vote, human-confirmed meaning line)",11,,"2026-07-22 QUESTION S7W-01934: ""To ask the Scottish Government what steps it is taking, through guidance, engagement or tr"" [activity, not direction] | 2026-06-24 VOTE NO: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [no meaning line -- not placed] | 2026-06-16 VOTE NO: S7M-00356.5 (Strengthening Scotland’s Partnership with the Th) [diverged from own party's majority] [no meaning line -- not placed] | 2026-02-03 VOTE YES: S6M-20627 (Prostitution (Offences and Support) (Scotland) B) [diverged from own party's majority] [no meaning line -- not placed] | 2026-01-29 VOTE YES: S6M-20611.1 (Business Programme) [no meaning line -- not placed] | 2025-12-02 VOTE YES: S6M-19970.2 (Uniting Local and National Efforts Across Sector) [diverged from own party's majority] [+1: Voted to commit public bodies to the For Women Scotland sex definition and to demand a grooming gangs inquiry ] | 2025-06-19 VOTE YES: S6M-18016.1 (Progressing National Advisory Council on Women a) [+1: Voted to put the For Women Scotland judgment and the Sullivan Review's sex/gender distinction into the Parliam] | 2025-03-12 VOTE NOT VOTED: S6M-16755.3 (Protecting Single-sex Spaces in the Public Secto) [diverged from own party's majority] [absence/abstention -- not placed] | 2025-03-12 VOTE NOT VOTED: S6M-16755 (Protecting Single-sex Spaces in the Public Secto) [absence/abstention -- not placed] | 2024-04-17 VOTE NO: S6M-12855.4 (Repealing the Hate Crime Act) [diverged from own party's majority] [no meaning line -- not placed] | 2024-03-06 VOTE YES: S6M-12389.2 (Ending Violence in Scottish Schools) [diverged from own party's majority] [no meaning line -- not placed]"
Mark Griffin (Scottish Labour) - Central Scot and Lothians West,,x,,,,,"a vote, 18 months ago","strong (recorded vote, human-confirmed meaning line)",11,,2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed] | 2026-06-16 VOTE ABSTAIN: S7M-00356.5 (Strengthening Scotland’s Partnership with the Th) [diverged from own party's majority] [absence/abstention -- not placed] | 2026-02-03 VOTE YES: S6M-20627 (Prostitution (Offences and Support) (Scotland) B) [diverged from own party's majority] [no meaning line -- not placed] | 2026-01-29 VOTE NO: S6M-20611.1 (Business Programme) [no meaning line -- not placed] | 2025-12-02 VOTE ABSTAIN: S6M-19970.2 (Uniting Local and National Efforts Across Sector) [diverged from own party's majority] [absence/abstention -- not placed] | 2025-07-30 MOTION PROPOSED S6M-18439: The Miracle Foundation SCIO: Supporting Trauma Exper [no meaning line -- not placed] | 2025-06-19 VOTE ABSTAIN: S6M-18016.1 (Progressing National Advisory Council on Women a) [diverged from own party's majority] [absence/abstention -- not placed] | 2025-03-12 VOTE NO: S6M-16755.3 (Protecting Single-sex Spaces in the Public Secto) [diverged from own party's majority] [+1: Voted to keep the single-sex spaces motion's own wording against the wrecking amendment.] | 2025-03-12 VOTE ABSTAIN: S6M-16755 (Protecting Single-sex Spaces in the Public Secto) [diverged from own party's majority] [absence/abstention -- not placed] | 2024-04-17 VOTE YES: S6M-12855.4 (Repealing the Hate Crime Act) [no meaning line -- not placed] | 2024-03-06 VOTE NO: S6M-12389.2 (Ending Violence in Scottish Schools) [diverged from own party's majority] [no meaning line -- not placed]
Daniel Johnson (Scottish Labour) - Edinburgh Southern,,x,,,,,"a vote, 18 months ago","strong (recorded vote, human-confirmed meaning line)",10,,2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed] | 2026-06-16 VOTE ABSTAIN: S7M-00356.5 (Strengthening Scotland’s Partnership with the Th) [diverged from own party's majority] [absence/abstention -- not placed] | 2026-02-03 VOTE YES: S6M-20627 (Prostitution (Offences and Support) (Scotland) B) [diverged from own party's majority] [no meaning line -- not placed] | 2026-01-29 VOTE NO: S6M-20611.1 (Business Programme) [no meaning line -- not placed] | 2025-12-02 VOTE ABSTAIN: S6M-19970.2 (Uniting Local and National Efforts Across Sector) [diverged from own party's majority] [absence/abstention -- not placed] | 2025-06-19 VOTE ABSTAIN: S6M-18016.1 (Progressing National Advisory Council on Women a) [diverged from own party's majority] [absence/abstention -- not placed] | 2025-03-12 VOTE NO: S6M-16755.3 (Protecting Single-sex Spaces in the Public Secto) [diverged from own party's majority] [+1: Voted to keep the single-sex spaces motion's own wording against the wrecking amendment.] | 2025-03-12 VOTE ABSTAIN: S6M-16755 (Protecting Single-sex Spaces in the Public Secto) [diverged from own party's majority] [absence/abstention -- not placed] | 2024-04-17 VOTE NOT VOTED: S6M-12855.4 (Repealing the Hate Crime Act) [absence/abstention -- not placed] | 2024-03-06 VOTE NO: S6M-12389.2 (Ending Violence in Scottish Schools) [diverged from own party's majority] [no meaning line -- not placed]
Michael Marra (Scottish Labour) - North East Scotland,,x,,,,,"a vote, 18 months ago","strong (recorded vote, human-confirmed meaning line)",10,,2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed] | 2026-06-16 VOTE ABSTAIN: S7M-00356.5 (Strengthening Scotland’s Partnership with the Th) [diverged from own party's majority] [absence/abstention -- not placed] | 2026-02-03 VOTE YES: S6M-20627 (Prostitution (Offences and Support) (Scotland) B) [diverged from own party's majority] [no meaning line -- not placed] | 2026-01-29 VOTE NOT VOTED: S6M-20611.1 (Business Programme) [absence/abstention -- not placed] | 2025-12-02 VOTE ABSTAIN: S6M-19970.2 (Uniting Local and National Efforts Across Sector) [diverged from own party's majority] [absence/abstention -- not placed] | 2025-06-19 VOTE NOT VOTED: S6M-18016.1 (Progressing National Advisory Council on Women a) [diverged from own party's majority] [absence/abstention -- not placed] | 2025-03-12 VOTE NO: S6M-16755.3 (Protecting Single-sex Spaces in the Public Secto) [diverged from own party's majority] [+1: Voted to keep the single-sex spaces motion's own wording against the wrecking amendment.] | 2025-03-12 VOTE ABSTAIN: S6M-16755 (Protecting Single-sex Spaces in the Public Secto) [diverged from own party's majority] [absence/abstention -- not placed] | 2024-04-17 VOTE YES: S6M-12855.4 (Repealing the Hate Crime Act) [no meaning line -- not placed] | 2024-03-06 VOTE NO: S6M-12389.2 (Ending Violence in Scottish Schools) [diverged from own party's majority] [no meaning line -- not placed]
Neil Bibby (Scottish Labour) - West Scotland,,x,,,,,"a vote, 18 months ago","strong (recorded vote, human-confirmed meaning line)",10,,2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed] | 2026-06-16 VOTE ABSTAIN: S7M-00356.5 (Strengthening Scotland’s Partnership with the Th) [diverged from own party's majority] [absence/abstention -- not placed] | 2026-02-03 VOTE YES: S6M-20627 (Prostitution (Offences and Support) (Scotland) B) [diverged from own party's majority] [no meaning line -- not placed] | 2026-01-29 VOTE NO: S6M-20611.1 (Business Programme) [no meaning line -- not placed] | 2025-12-02 VOTE ABSTAIN: S6M-19970.2 (Uniting Local and National Efforts Across Sector) [diverged from own party's majority] [absence/abstention -- not placed] | 2025-06-19 VOTE ABSTAIN: S6M-18016.1 (Progressing National Advisory Council on Women a) [diverged from own party's majority] [absence/abstention -- not placed] | 2025-03-12 VOTE NO: S6M-16755.3 (Protecting Single-sex Spaces in the Public Secto) [diverged from own party's majority] [+1: Voted to keep the single-sex spaces motion's own wording against the wrecking amendment.] | 2025-03-12 VOTE ABSTAIN: S6M-16755 (Protecting Single-sex Spaces in the Public Secto) [diverged from own party's majority] [absence/abstention -- not placed] | 2024-04-17 VOTE NOT VOTED: S6M-12855.4 (Repealing the Hate Crime Act) [absence/abstention -- not placed] | 2024-03-06 VOTE NO: S6M-12389.2 (Ending Violence in Scottish Schools) [diverged from own party's majority] [no meaning line -- not placed]
Helen McDade (Reform UK) - Mid Scotland and Fife,,x,,,,,"a motion signed, 3 months ago","moderate (motion sponsorship, human-confirmed meaning line)",4,,"2026-07-15 QUESTION S7W-01728: ""To ask the Scottish Government what assessment it has made of whether housing girls placed"" [activity, not direction] | 2026-06-24 VOTE NO: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [no meaning line -- not placed] | 2026-06-19 MOTION CO-SIGNED S7M-00431: Congratulations to For Women Scotland on Landmark Su [+1: Put their name to congratulating For Women Scotland on the Supreme Court ruling that sex in the Equality Act 2] | 2026-06-16 VOTE NO: S7M-00356.5 (Strengthening Scotland’s Partnership with the Th) [diverged from own party's majority] [no meaning line -- not placed]"
Thomas Kerr (Reform UK) - Glasgow,,x,,,,,"a motion sponsored, 3 months ago","moderate (motion sponsorship, human-confirmed meaning line)",4,,"2026-07-09 QUESTION S7W-01632: ""To ask the Scottish Government, regarding the proposed funding cut to the Women's Service "" [activity, not direction] | 2026-06-24 VOTE NO: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [no meaning line -- not placed] | 2026-06-19 MOTION PROPOSED S7M-00431: Congratulations to For Women Scotland on Landmark Su [+1: Put their name to congratulating For Women Scotland on the Supreme Court ruling that sex in the Equality Act 2] | 2026-06-16 VOTE NO: S7M-00356.5 (Strengthening Scotland’s Partnership with the Th) [diverged from own party's majority] [no meaning line -- not placed]"
Amanda Bland (Reform UK) - Central Scot and Lothians West,,x,,,,,"a motion signed, 3 months ago","moderate (motion sponsorship, human-confirmed meaning line)",3,,2026-06-24 VOTE NO: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [no meaning line -- not placed] | 2026-06-19 MOTION CO-SIGNED S7M-00431: Congratulations to For Women Scotland on Landmark Su [+1: Put their name to congratulating For Women Scotland on the Supreme Court ruling that sex in the Equality Act 2] | 2026-06-16 VOTE NO: S7M-00356.5 (Strengthening Scotland’s Partnership with the Th) [diverged from own party's majority] [no meaning line -- not placed]
David Kirkwood (Reform UK) - South Scotland,,x,,,,,"a motion signed, 3 months ago","moderate (motion sponsorship, human-confirmed meaning line)",3,,2026-06-24 VOTE NO: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [no meaning line -- not placed] | 2026-06-19 MOTION CO-SIGNED S7M-00431: Congratulations to For Women Scotland on Landmark Su [+1: Put their name to congratulating For Women Scotland on the Supreme Court ruling that sex in the Equality Act 2] | 2026-06-16 VOTE NO: S7M-00356.5 (Strengthening Scotland’s Partnership with the Th) [diverged from own party's majority] [no meaning line -- not placed]
Duncan Massey (Reform UK) - North East Scotland,,x,,,,,"a motion signed, 3 months ago","moderate (motion sponsorship, human-confirmed meaning line)",3,,2026-06-24 VOTE NO: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [no meaning line -- not placed] | 2026-06-19 MOTION CO-SIGNED S7M-00431: Congratulations to For Women Scotland on Landmark Su [+1: Put their name to congratulating For Women Scotland on the Supreme Court ruling that sex in the Equality Act 2] | 2026-06-16 VOTE NO: S7M-00356.5 (Strengthening Scotland’s Partnership with the Th) [diverged from own party's majority] [no meaning line -- not placed]
Jamie Langan (Reform UK) - South Scotland,,x,,,,,"a motion signed, 3 months ago","moderate (motion sponsorship, human-confirmed meaning line)",3,,2026-06-24 VOTE NO: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [no meaning line -- not placed] | 2026-06-19 MOTION CO-SIGNED S7M-00431: Congratulations to For Women Scotland on Landmark Su [+1: Put their name to congratulating For Women Scotland on the Supreme Court ruling that sex in the Equality Act 2] | 2026-06-16 VOTE NO: S7M-00356.5 (Strengthening Scotland’s Partnership with the Th) [diverged from own party's majority] [no meaning line -- not placed]
Julie MacDougall (Reform UK) - Mid Scotland and Fife,,x,,,,,"a motion signed, 3 months ago","moderate (motion sponsorship, human-confirmed meaning line)",3,,2026-06-24 VOTE NO: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [no meaning line -- not placed] | 2026-06-19 MOTION CO-SIGNED S7M-00431: Congratulations to For Women Scotland on Landmark Su [+1: Put their name to congratulating For Women Scotland on the Supreme Court ruling that sex in the Equality Act 2] | 2026-06-16 VOTE NO: S7M-00356.5 (Strengthening Scotland’s Partnership with the Th) [diverged from own party's majority] [no meaning line -- not placed]
Kim Schmulian (Reform UK) - Glasgow,,x,,,,,"a motion signed, 3 months ago","moderate (motion sponsorship, human-confirmed meaning line)",3,,2026-06-24 VOTE NO: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [no meaning line -- not placed] | 2026-06-19 MOTION CO-SIGNED S7M-00431: Congratulations to For Women Scotland on Landmark Su [+1: Put their name to congratulating For Women Scotland on the Supreme Court ruling that sex in the Equality Act 2] | 2026-06-16 VOTE NO: S7M-00356.5 (Strengthening Scotland’s Partnership with the Th) [diverged from own party's majority] [no meaning line -- not placed]
Max Bannerman (Reform UK) - Highlands and Islands,,x,,,,,"a motion signed, 3 months ago","moderate (motion sponsorship, human-confirmed meaning line)",3,,2026-06-24 VOTE NO: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [no meaning line -- not placed] | 2026-06-19 MOTION CO-SIGNED S7M-00431: Congratulations to For Women Scotland on Landmark Su [+1: Put their name to congratulating For Women Scotland on the Supreme Court ruling that sex in the Equality Act 2] | 2026-06-16 VOTE NO: S7M-00356.5 (Strengthening Scotland’s Partnership with the Th) [diverged from own party's majority] [no meaning line -- not placed]
Senga Beresford (Reform UK) - South Scotland,,x,,,,,"a motion signed, 3 months ago","moderate (motion sponsorship, human-confirmed meaning line)",3,,2026-06-24 VOTE NOT VOTED: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [absence/abstention -- not placed] | 2026-06-19 MOTION CO-SIGNED S7M-00431: Congratulations to For Women Scotland on Landmark Su [+1: Put their name to congratulating For Women Scotland on the Supreme Court ruling that sex in the Equality Act 2] | 2026-06-16 VOTE NO: S7M-00356.5 (Strengthening Scotland’s Partnership with the Th) [diverged from own party's majority] [no meaning line -- not placed]
