Decision-Maker,++,+,0,-,--,Target (Y/N),Based on,Confidence,Evidence items,Profile,Comments
Bob Doris (Scottish National Party) - Glasgow Kelvin and Maryhill,,,,x,,,"a vote, 2 years ago","strong (recorded vote, human-confirmed meaning line)",4,,"MIXED RECORD: directional evidence on both sides -- read the acts, not the column | 2024-06-18 VOTE NO: S6M-13692.1 (Revision to Business Programme) [no meaning line -- not placed] | 2024-05-08 VOTE YES: S6M-13090.4 (Implementing the Cass Review in Scotland) [-1: Voted to soften the Cass motion from ""implement the recommendations"" to ""thoroughly examine"" -- weakening the ] | 2024-05-08 VOTE YES: S6M-13090 (Implementing the Cass Review in Scotland) [diverged from own party's majority] [+1: Endorsed the Cass Review as a valid scientific document whose recommendations Scotland must examine -- the who] | 2024-04-17 VOTE NO: S6M-12867.1 (Business Programme) [no meaning line -- not placed]"
Clare Adamson (Scottish National Party) - Motherwell and Wishaw,,,,x,,,"a vote, 2 years ago","strong (recorded vote, human-confirmed meaning line)",4,,"MIXED RECORD: directional evidence on both sides -- read the acts, not the column | 2024-06-18 VOTE NO: S6M-13692.1 (Revision to Business Programme) [no meaning line -- not placed] | 2024-05-08 VOTE YES: S6M-13090.4 (Implementing the Cass Review in Scotland) [-1: Voted to soften the Cass motion from ""implement the recommendations"" to ""thoroughly examine"" -- weakening the ] | 2024-05-08 VOTE YES: S6M-13090 (Implementing the Cass Review in Scotland) [diverged from own party's majority] [+1: Endorsed the Cass Review as a valid scientific document whose recommendations Scotland must examine -- the who] | 2024-04-17 VOTE NOT VOTED: S6M-12867.1 (Business Programme) [absence/abstention -- not placed]"
Colin Beattie (Scottish National Party) - Midlothian North,,,,x,,,"a vote, 2 years ago","strong (recorded vote, human-confirmed meaning line)",4,,"MIXED RECORD: directional evidence on both sides -- read the acts, not the column | 2024-06-18 VOTE NO: S6M-13692.1 (Revision to Business Programme) [no meaning line -- not placed] | 2024-05-08 VOTE YES: S6M-13090.4 (Implementing the Cass Review in Scotland) [-1: Voted to soften the Cass motion from ""implement the recommendations"" to ""thoroughly examine"" -- weakening the ] | 2024-05-08 VOTE YES: S6M-13090 (Implementing the Cass Review in Scotland) [diverged from own party's majority] [+1: Endorsed the Cass Review as a valid scientific document whose recommendations Scotland must examine -- the who] | 2024-04-17 VOTE NO: S6M-12867.1 (Business Programme) [no meaning line -- not placed]"
Collette Stevenson (Scottish National Party) - East Kilbride,,,,x,,,"a vote, 2 years ago","strong (recorded vote, human-confirmed meaning line)",4,,"MIXED RECORD: directional evidence on both sides -- read the acts, not the column | 2024-06-18 VOTE NO: S6M-13692.1 (Revision to Business Programme) [no meaning line -- not placed] | 2024-05-08 VOTE YES: S6M-13090.4 (Implementing the Cass Review in Scotland) [-1: Voted to soften the Cass motion from ""implement the recommendations"" to ""thoroughly examine"" -- weakening the ] | 2024-05-08 VOTE YES: S6M-13090 (Implementing the Cass Review in Scotland) [diverged from own party's majority] [+1: Endorsed the Cass Review as a valid scientific document whose recommendations Scotland must examine -- the who] | 2024-04-17 VOTE NO: S6M-12867.1 (Business Programme) [no meaning line -- not placed]"
Fulton MacGregor (Scottish National Party) - Coatbridge and Chryston,,,,x,,,"a vote, 2 years ago","strong (recorded vote, human-confirmed meaning line)",4,,"MIXED RECORD: directional evidence on both sides -- read the acts, not the column | 2024-06-18 VOTE NO: S6M-13692.1 (Revision to Business Programme) [no meaning line -- not placed] | 2024-05-08 VOTE YES: S6M-13090.4 (Implementing the Cass Review in Scotland) [-1: Voted to soften the Cass motion from ""implement the recommendations"" to ""thoroughly examine"" -- weakening the ] | 2024-05-08 VOTE YES: S6M-13090 (Implementing the Cass Review in Scotland) [diverged from own party's majority] [+1: Endorsed the Cass Review as a valid scientific document whose recommendations Scotland must examine -- the who] | 2024-04-17 VOTE NO: S6M-12867.1 (Business Programme) [no meaning line -- not placed]"
Gillian Martin (Scottish National Party) - Aberdeenshire East,,,,x,,,"a vote, 2 years ago","strong (recorded vote, human-confirmed meaning line)",4,,"MIXED RECORD: directional evidence on both sides -- read the acts, not the column | 2024-06-18 VOTE NO: S6M-13692.1 (Revision to Business Programme) [no meaning line -- not placed] | 2024-05-08 VOTE YES: S6M-13090.4 (Implementing the Cass Review in Scotland) [-1: Voted to soften the Cass motion from ""implement the recommendations"" to ""thoroughly examine"" -- weakening the ] | 2024-05-08 VOTE YES: S6M-13090 (Implementing the Cass Review in Scotland) [diverged from own party's majority] [+1: Endorsed the Cass Review as a valid scientific document whose recommendations Scotland must examine -- the who] | 2024-04-17 VOTE NO: S6M-12867.1 (Business Programme) [no meaning line -- not placed]"
Jackie Dunbar (Scottish National Party) - Aberdeen Donside,,,,x,,,"a vote, 2 years ago","strong (recorded vote, human-confirmed meaning line)",4,,"MIXED RECORD: directional evidence on both sides -- read the acts, not the column | 2024-06-18 VOTE NO: S6M-13692.1 (Revision to Business Programme) [no meaning line -- not placed] | 2024-05-08 VOTE YES: S6M-13090.4 (Implementing the Cass Review in Scotland) [-1: Voted to soften the Cass motion from ""implement the recommendations"" to ""thoroughly examine"" -- weakening the ] | 2024-05-08 VOTE YES: S6M-13090 (Implementing the Cass Review in Scotland) [diverged from own party's majority] [+1: Endorsed the Cass Review as a valid scientific document whose recommendations Scotland must examine -- the who] | 2024-04-17 VOTE NO: S6M-12867.1 (Business Programme) [no meaning line -- not placed]"
Jim Fairlie (Scottish National Party) - Perthshire South and Kinross-shire,,,,x,,,"a vote, 2 years ago","strong (recorded vote, human-confirmed meaning line)",4,,"MIXED RECORD: directional evidence on both sides -- read the acts, not the column | 2024-06-18 VOTE NO: S6M-13692.1 (Revision to Business Programme) [no meaning line -- not placed] | 2024-05-08 VOTE YES: S6M-13090.4 (Implementing the Cass Review in Scotland) [-1: Voted to soften the Cass motion from ""implement the recommendations"" to ""thoroughly examine"" -- weakening the ] | 2024-05-08 VOTE YES: S6M-13090 (Implementing the Cass Review in Scotland) [diverged from own party's majority] [+1: Endorsed the Cass Review as a valid scientific document whose recommendations Scotland must examine -- the who] | 2024-04-17 VOTE NO: S6M-12867.1 (Business Programme) [no meaning line -- not placed]"
John Swinney (Scottish National Party) - Perthshire North,,,,x,,,"a vote, 2 years ago","strong (recorded vote, human-confirmed meaning line)",4,,"MIXED RECORD: directional evidence on both sides -- read the acts, not the column | 2024-06-18 VOTE NOT VOTED: S6M-13692.1 (Revision to Business Programme) [absence/abstention -- not placed] | 2024-05-08 VOTE YES: S6M-13090.4 (Implementing the Cass Review in Scotland) [-1: Voted to soften the Cass motion from ""implement the recommendations"" to ""thoroughly examine"" -- weakening the ] | 2024-05-08 VOTE YES: S6M-13090 (Implementing the Cass Review in Scotland) [diverged from own party's majority] [+1: Endorsed the Cass Review as a valid scientific document whose recommendations Scotland must examine -- the who] | 2024-04-17 VOTE NO: S6M-12867.1 (Business Programme) [no meaning line -- not placed]"
Karen Adam (Scottish National Party) - Banffshire and Buchan Coast,,,,x,,,"a vote, 2 years ago","strong (recorded vote, human-confirmed meaning line)",4,,"MIXED RECORD: directional evidence on both sides -- read the acts, not the column | 2024-06-18 VOTE NO: S6M-13692.1 (Revision to Business Programme) [no meaning line -- not placed] | 2024-05-08 VOTE YES: S6M-13090.4 (Implementing the Cass Review in Scotland) [-1: Voted to soften the Cass motion from ""implement the recommendations"" to ""thoroughly examine"" -- weakening the ] | 2024-05-08 VOTE YES: S6M-13090 (Implementing the Cass Review in Scotland) [diverged from own party's majority] [+1: Endorsed the Cass Review as a valid scientific document whose recommendations Scotland must examine -- the who] | 2024-04-17 VOTE NO: S6M-12867.1 (Business Programme) [no meaning line -- not placed]"
Keith Brown (Scottish National Party) - Clackmannanshire and Dunblane,,,,x,,,"a vote, 2 years ago","strong (recorded vote, human-confirmed meaning line)",4,,"MIXED RECORD: directional evidence on both sides -- read the acts, not the column | 2024-06-18 VOTE NOT VOTED: S6M-13692.1 (Revision to Business Programme) [absence/abstention -- not placed] | 2024-05-08 VOTE YES: S6M-13090.4 (Implementing the Cass Review in Scotland) [-1: Voted to soften the Cass motion from ""implement the recommendations"" to ""thoroughly examine"" -- weakening the ] | 2024-05-08 VOTE YES: S6M-13090 (Implementing the Cass Review in Scotland) [diverged from own party's majority] [+1: Endorsed the Cass Review as a valid scientific document whose recommendations Scotland must examine -- the who] | 2024-04-17 VOTE NO: S6M-12867.1 (Business Programme) [no meaning line -- not placed]"
Kenneth Gibson (No Party Affiliation) - Cunninghame North,,,,x,,,"a vote, 2 years ago","strong (recorded vote, human-confirmed meaning line)",4,,"MIXED RECORD: directional evidence on both sides -- read the acts, not the column | 2024-06-18 VOTE NO: S6M-13692.1 (Revision to Business Programme) [no meaning line -- not placed] | 2024-05-08 VOTE YES: S6M-13090.4 (Implementing the Cass Review in Scotland) [-1: Voted to soften the Cass motion from ""implement the recommendations"" to ""thoroughly examine"" -- weakening the ] | 2024-05-08 VOTE YES: S6M-13090 (Implementing the Cass Review in Scotland) [diverged from own party's majority] [+1: Endorsed the Cass Review as a valid scientific document whose recommendations Scotland must examine -- the who] | 2024-04-17 VOTE NO: S6M-12867.1 (Business Programme) [no meaning line -- not placed]"
Marie McNair (Scottish National Party) - Clydebank and Milngavie,,,,x,,,"a vote, 2 years ago","strong (recorded vote, human-confirmed meaning line)",4,,"MIXED RECORD: directional evidence on both sides -- read the acts, not the column | 2024-06-18 VOTE NO: S6M-13692.1 (Revision to Business Programme) [no meaning line -- not placed] | 2024-05-08 VOTE YES: S6M-13090.4 (Implementing the Cass Review in Scotland) [-1: Voted to soften the Cass motion from ""implement the recommendations"" to ""thoroughly examine"" -- weakening the ] | 2024-05-08 VOTE YES: S6M-13090 (Implementing the Cass Review in Scotland) [diverged from own party's majority] [+1: Endorsed the Cass Review as a valid scientific document whose recommendations Scotland must examine -- the who] | 2024-04-17 VOTE NO: S6M-12867.1 (Business Programme) [no meaning line -- not placed]"
Màiri McAllan (Scottish National Party) - Clydesdale,,,,x,,,"a vote, 2 years ago","strong (recorded vote, human-confirmed meaning line)",4,,"MIXED RECORD: directional evidence on both sides -- read the acts, not the column | 2024-06-18 VOTE NO: S6M-13692.1 (Revision to Business Programme) [no meaning line -- not placed] | 2024-05-08 VOTE YES: S6M-13090.4 (Implementing the Cass Review in Scotland) [-1: Voted to soften the Cass motion from ""implement the recommendations"" to ""thoroughly examine"" -- weakening the ] | 2024-05-08 VOTE YES: S6M-13090 (Implementing the Cass Review in Scotland) [diverged from own party's majority] [+1: Endorsed the Cass Review as a valid scientific document whose recommendations Scotland must examine -- the who] | 2024-04-17 VOTE NO: S6M-12867.1 (Business Programme) [no meaning line -- not placed]"
Shirley-Anne Somerville (Scottish National Party) - Dunfermline,,,,x,,,"a vote, 2 years ago","strong (recorded vote, human-confirmed meaning line)",4,,"MIXED RECORD: directional evidence on both sides -- read the acts, not the column | 2024-06-18 VOTE NO: S6M-13692.1 (Revision to Business Programme) [no meaning line -- not placed] | 2024-05-08 VOTE YES: S6M-13090.4 (Implementing the Cass Review in Scotland) [-1: Voted to soften the Cass motion from ""implement the recommendations"" to ""thoroughly examine"" -- weakening the ] | 2024-05-08 VOTE YES: S6M-13090 (Implementing the Cass Review in Scotland) [diverged from own party's majority] [+1: Endorsed the Cass Review as a valid scientific document whose recommendations Scotland must examine -- the who] | 2024-04-17 VOTE NO: S6M-12867.1 (Business Programme) [no meaning line -- not placed]"
Siobhian Brown (Scottish National Party) - Ayr,,,,x,,,"a vote, 2 years ago","strong (recorded vote, human-confirmed meaning line)",4,,"MIXED RECORD: directional evidence on both sides -- read the acts, not the column | 2024-06-18 VOTE NO: S6M-13692.1 (Revision to Business Programme) [no meaning line -- not placed] | 2024-05-08 VOTE YES: S6M-13090.4 (Implementing the Cass Review in Scotland) [-1: Voted to soften the Cass motion from ""implement the recommendations"" to ""thoroughly examine"" -- weakening the ] | 2024-05-08 VOTE YES: S6M-13090 (Implementing the Cass Review in Scotland) [diverged from own party's majority] [+1: Endorsed the Cass Review as a valid scientific document whose recommendations Scotland must examine -- the who] | 2024-04-17 VOTE NO: S6M-12867.1 (Business Programme) [no meaning line -- not placed]"
Stuart McMillan (Scottish National Party) - Inverclyde,,,,x,,,"a vote, 2 years ago","strong (recorded vote, human-confirmed meaning line)",4,,"MIXED RECORD: directional evidence on both sides -- read the acts, not the column | 2024-06-18 VOTE NO: S6M-13692.1 (Revision to Business Programme) [no meaning line -- not placed] | 2024-05-08 VOTE YES: S6M-13090.4 (Implementing the Cass Review in Scotland) [-1: Voted to soften the Cass motion from ""implement the recommendations"" to ""thoroughly examine"" -- weakening the ] | 2024-05-08 VOTE YES: S6M-13090 (Implementing the Cass Review in Scotland) [diverged from own party's majority] [+1: Endorsed the Cass Review as a valid scientific document whose recommendations Scotland must examine -- the who] | 2024-04-17 VOTE NO: S6M-12867.1 (Business Programme) [no meaning line -- not placed]"
Tom Arthur (Scottish National Party) - Renfrewshire West and Levern Valley,,,,x,,,"a vote, 2 years ago","strong (recorded vote, human-confirmed meaning line)",4,,"MIXED RECORD: directional evidence on both sides -- read the acts, not the column | 2024-06-18 VOTE NO: S6M-13692.1 (Revision to Business Programme) [no meaning line -- not placed] | 2024-05-08 VOTE YES: S6M-13090.4 (Implementing the Cass Review in Scotland) [-1: Voted to soften the Cass motion from ""implement the recommendations"" to ""thoroughly examine"" -- weakening the ] | 2024-05-08 VOTE YES: S6M-13090 (Implementing the Cass Review in Scotland) [diverged from own party's majority] [+1: Endorsed the Cass Review as a valid scientific document whose recommendations Scotland must examine -- the who] | 2024-04-17 VOTE NO: S6M-12867.1 (Business Programme) [no meaning line -- not placed]"
Gillian Mackay (Scottish Green Party) - Central Scot and Lothians West,,,,,x,,"a vote, 2 years ago","strong (recorded vote, human-confirmed meaning line)",20,,"2024-10-29 SPOKE: Health, Social Care and Sport Committee -- G ""Gender Identity Services for Children and Young People (Independent Review)"" [activity, not direction] | 2024-10-29 SPOKE: Health, Social Care and Sport Committee -- G ""Gender Identity Services for Children and Young People (Independent Review)"" [activity, not direction] | 2024-10-29 SPOKE: Health, Social Care and Sport Committee -- G ""Gender Identity Services for Children and Young People (Independent Review)"" [activity, not direction] | 2024-10-29 SPOKE: Health, Social Care and Sport Committee -- G ""Gender Identity Services for Children and Young People (Independent Review)"" [activity, not direction] | 2024-10-29 SPOKE: Health, Social Care and Sport Committee -- G ""Gender Identity Services for Children and Young People (Independent Review)"" [activity, not direction] | 2024-09-17 SPOKE: Health, Social Care and Sport Committee -- G ""Gender Identity Services for Children and Young People (Independent Review)"" [activity, not direction] | 2024-09-17 SPOKE: Health, Social Care and Sport Committee -- G ""Gender Identity Services for Children and Young People (Independent Review)"" [activity, not direction] | 2024-09-17 SPOKE: Health, Social Care and Sport Committee -- G ""Gender Identity Services for Children and Young People (Independent Review)"" [activity, not direction] | 2024-06-18 VOTE NO: S6M-13692.1 (Revision to Business Programme) [no meaning line -- not placed] | 2024-05-08 VOTE YES: S6M-13090.4 (Implementing the Cass Review in Scotland) [diverged from own party's majority] [-1: Voted to soften the Cass motion from ""implement the recommendations"" to ""thoroughly examine"" -- weakening the ] | 2024-05-08 VOTE NO: S6M-13090 (Implementing the Cass Review in Scotland) [diverged from own party's majority] [-2: Re"
Patrick Harvie (Scottish Green Party) - Glasgow,,,,,x,,"a vote, 2 years ago","strong (recorded vote, human-confirmed meaning line)",8,,"2026-09-09 QUESTION S7O-00236: ""To ask the Scottish Government whether the commitment in the Programme for Government ""to "" [activity, not direction] | 2025-11-26 SPOKE: Gender Identity Clinics (Waiting Times) ""More to the point, only those with the resources to go private will be able to do so, and "" [activity, not direction] | 2025-11-12 MOTION PROPOSED S6M-19675: Unacceptable Waiting Times for Accessing Gender Iden [no meaning line -- not placed] | 2024-06-18 VOTE NO: S6M-13692.1 (Revision to Business Programme) [no meaning line -- not placed] | 2024-05-08 VOTE YES: S6M-13090.4 (Implementing the Cass Review in Scotland) [diverged from own party's majority] [-1: Voted to soften the Cass motion from ""implement the recommendations"" to ""thoroughly examine"" -- weakening the ] | 2024-05-08 VOTE NO: S6M-13090 (Implementing the Cass Review in Scotland) [diverged from own party's majority] [-2: Refused to recognise the Cass Review as valid science -- all seven Greens, the strongest available rejection o] | 2024-05-08 SPOKE: Gender Identity Services for Children and Yo ""Gender Identity Services for Children and Young People (Cass Review)"" [activity, not direction] | 2024-04-17 VOTE NO: S6M-12867.1 (Business Programme) [no meaning line -- not placed]"
Mark Ruskell (Scottish Green Party) - Mid Scotland and Fife,,,,,x,,"a vote, 2 years ago","strong (recorded vote, human-confirmed meaning line)",6,,"2026-02-26 QUESTION S6W-43953: ""To ask the Scottish Government whether it will provide an update on (a) what new action it"" [activity, not direction] | 2025-11-12 MOTION CO-SIGNED S6M-19675: Unacceptable Waiting Times for Accessing Gender Iden [no meaning line -- not placed] | 2024-06-18 VOTE NO: S6M-13692.1 (Revision to Business Programme) [no meaning line -- not placed] | 2024-05-08 VOTE YES: S6M-13090.4 (Implementing the Cass Review in Scotland) [diverged from own party's majority] [-1: Voted to soften the Cass motion from ""implement the recommendations"" to ""thoroughly examine"" -- weakening the ] | 2024-05-08 VOTE NO: S6M-13090 (Implementing the Cass Review in Scotland) [diverged from own party's majority] [-2: Refused to recognise the Cass Review as valid science -- all seven Greens, the strongest available rejection o] | 2024-04-17 VOTE NO: S6M-12867.1 (Business Programme) [no meaning line -- not placed]"
Ariane Burgess (Scottish Green Party) - Highlands and Islands,,,,,x,,"a vote, 2 years ago","strong (recorded vote, human-confirmed meaning line)",5,,"2025-11-12 MOTION CO-SIGNED S6M-19675: Unacceptable Waiting Times for Accessing Gender Iden [no meaning line -- not placed] | 2024-06-18 VOTE NO: S6M-13692.1 (Revision to Business Programme) [no meaning line -- not placed] | 2024-05-08 VOTE YES: S6M-13090.4 (Implementing the Cass Review in Scotland) [diverged from own party's majority] [-1: Voted to soften the Cass motion from ""implement the recommendations"" to ""thoroughly examine"" -- weakening the ] | 2024-05-08 VOTE NO: S6M-13090 (Implementing the Cass Review in Scotland) [diverged from own party's majority] [-2: Refused to recognise the Cass Review as valid science -- all seven Greens, the strongest available rejection o] | 2024-04-17 VOTE NO: S6M-12867.1 (Business Programme) [no meaning line -- not placed]"
Lorna Slater (Scottish Green Party) - Edinburgh Central,,,,,x,,"a vote, 2 years ago","strong (recorded vote, human-confirmed meaning line)",5,,"2025-11-12 MOTION CO-SIGNED S6M-19675: Unacceptable Waiting Times for Accessing Gender Iden [no meaning line -- not placed] | 2024-06-18 VOTE NO: S6M-13692.1 (Revision to Business Programme) [no meaning line -- not placed] | 2024-05-08 VOTE YES: S6M-13090.4 (Implementing the Cass Review in Scotland) [diverged from own party's majority] [-1: Voted to soften the Cass motion from ""implement the recommendations"" to ""thoroughly examine"" -- weakening the ] | 2024-05-08 VOTE NO: S6M-13090 (Implementing the Cass Review in Scotland) [diverged from own party's majority] [-2: Refused to recognise the Cass Review as valid science -- all seven Greens, the strongest available rejection o] | 2024-04-17 VOTE NO: S6M-12867.1 (Business Programme) [no meaning line -- not placed]"
Maggie Chapman (Scottish Green Party) - North East Scotland,,,,,x,,"a vote, 2 years ago","strong (recorded vote, human-confirmed meaning line)",5,,"2025-11-12 MOTION CO-SIGNED S6M-19675: Unacceptable Waiting Times for Accessing Gender Iden [no meaning line -- not placed] | 2024-06-18 VOTE NO: S6M-13692.1 (Revision to Business Programme) [no meaning line -- not placed] | 2024-05-08 VOTE YES: S6M-13090.4 (Implementing the Cass Review in Scotland) [diverged from own party's majority] [-1: Voted to soften the Cass motion from ""implement the recommendations"" to ""thoroughly examine"" -- weakening the ] | 2024-05-08 VOTE NO: S6M-13090 (Implementing the Cass Review in Scotland) [diverged from own party's majority] [-2: Refused to recognise the Cass Review as valid science -- all seven Greens, the strongest available rejection o] | 2024-04-17 VOTE NO: S6M-12867.1 (Business Programme) [no meaning line -- not placed]"
Ross Greer (Scottish Green Party) - West Scotland,,,,,x,,"a vote, 2 years ago","strong (recorded vote, human-confirmed meaning line)",5,,"2025-11-12 MOTION CO-SIGNED S6M-19675: Unacceptable Waiting Times for Accessing Gender Iden [no meaning line -- not placed] | 2024-06-18 VOTE NO: S6M-13692.1 (Revision to Business Programme) [no meaning line -- not placed] | 2024-05-08 VOTE YES: S6M-13090.4 (Implementing the Cass Review in Scotland) [diverged from own party's majority] [-1: Voted to soften the Cass motion from ""implement the recommendations"" to ""thoroughly examine"" -- weakening the ] | 2024-05-08 VOTE NO: S6M-13090 (Implementing the Cass Review in Scotland) [diverged from own party's majority] [-2: Refused to recognise the Cass Review as valid science -- all seven Greens, the strongest available rejection o] | 2024-04-17 VOTE NO: S6M-12867.1 (Business Programme) [no meaning line -- not placed]"
