Decision-Maker,++,+,0,-,--,Target (Y/N),Based on,Confidence,Evidence items,Profile,Comments
Carrie Harper (Plaid Cymru) - Fflint Wrecsam,,,x,,,,no evidence,,0,,No recorded activity on this area
Catherine Cullen (Reform UK) - Blaenau Gwent Caerffili Rhymni,,,x,,,,no evidence,,0,,No recorded activity on this area
Claire Archibald (Reform UK) - Ceredigion Penfro,,,x,,,,no evidence,,0,,No recorded activity on this area
Claire Johnson-Wood (Reform UK) - Gwynedd Maldwyn,,,x,,,,no evidence,,0,,No recorded activity on this area
Cristiana Emsley (Reform UK) - Fflint Wrecsam,,,x,,,,no evidence,,0,,No recorded activity on this area
Dafydd Davies (Plaid Cymru) - Caerdydd Ffynnon Taf,,,x,,,,no evidence,,0,,No recorded activity on this area
Dan Thomas (Reform UK) - Casnewydd Islwyn,,,x,,,,no evidence,,0,,No recorded activity on this area
David Hughes (Reform UK) - Pontypridd Cynon Merthyr,,,x,,,,no evidence,,0,,No recorded activity on this area
David Mills (Reform UK) - Brycheiniog Tawe Nedd,,,x,,,,no evidence,,0,,No recorded activity on this area
Donna Cushing (Plaid Cymru) - Sir Fynwy Torfaen,,,x,,,,no evidence,,0,,No recorded activity on this area
Elfed Williams (Plaid Cymru) - Bangor Conwy Môn,,,x,,,,no evidence,,0,,No recorded activity on this area
Elwyn Vaughan (Plaid Cymru) - Gwynedd Maldwyn,,,x,,,,no evidence,,0,,No recorded activity on this area
Elyn Stephens (Plaid Cymru) - Afan Ogwr Rhondda,,,x,,,,no evidence,,0,,No recorded activity on this area
Francesca O'Brien (Reform UK) - Gŵyr Abertawe,,,x,,,,no evidence,,0,,No recorded activity on this area
Gareth Beer (Reform UK) - Sir Gaerfyrddin,,,x,,,,no evidence,,0,,No recorded activity on this area
Gareth Thomas (Reform UK) - Pen-y-bont Bro Morgannwg,,,x,,,,no evidence,,0,,No recorded activity on this area
Gwyn Williams (Plaid Cymru) - Gŵyr Abertawe,,,x,,,,no evidence,,0,,No recorded activity on this area
Helen Jenner (Reform UK) - Bangor Conwy Môn,,,x,,,,no evidence,,0,,No recorded activity on this area
Huw Thomas (Welsh Labour) - Caerdydd Penarth,,,x,,,,no evidence,,0,,No recorded activity on this area
Iain McIntosh (Reform UK) - Brycheiniog Tawe Nedd,,,x,,,,no evidence,,0,,No recorded activity on this area
Jason O'Connell (Reform UK) - Pontypridd Cynon Merthyr,,,x,,,,no evidence,,0,,No recorded activity on this area
Joe Martin (Reform UK) - Caerdydd Penarth,,,x,,,,no evidence,,0,,No recorded activity on this area
John Clark (Reform UK) - Bangor Conwy Môn,,,x,,,,no evidence,,0,,No recorded activity on this area
John Davies (Plaid Cymru) - Gŵyr Abertawe,,,x,,,,no evidence,,0,,No recorded activity on this area
Joshua Kim (Reform UK) - Blaenau Gwent Caerffili Rhymni,,,x,,,,no evidence,,0,,No recorded activity on this area
Kerry Ferguson (Plaid Cymru) - Ceredigion Penfro,,,x,,,,no evidence,,0,,No recorded activity on this area
Kiera Marshall (Plaid Cymru) - Caerdydd Penarth,,,x,,,,no evidence,,0,,No recorded activity on this area
Leticia Gonzalez (Plaid Cymru) - Caerdydd Penarth,,,x,,,,no evidence,,0,,No recorded activity on this area
Lis McLean (Plaid Cymru) - Pontypridd Cynon Merthyr,,,x,,,,no evidence,,0,,No recorded activity on this area
Llŷr Powell (Reform UK) - Blaenau Gwent Caerffili Rhymni,,,x,,,,no evidence,,0,,No recorded activity on this area
Louise Emery (Reform UK) - Clwyd,,,x,,,,no evidence,,0,,No recorded activity on this area
Lyn Ackerman (Plaid Cymru) - Casnewydd Islwyn,,,x,,,,no evidence,,0,,No recorded activity on this area
Mair Rowlands (Plaid Cymru) - Bangor Conwy Môn,,,x,,,,no evidence,,0,,No recorded activity on this area
Marc Jones (Plaid Cymru) - Fflint Wrecsam,,,x,,,,no evidence,,0,,No recorded activity on this area
Mark Hooper (Plaid Cymru) - Pen-y-bont Bro Morgannwg,,,x,,,,no evidence,,0,,No recorded activity on this area
Matthew Jones (Plaid Cymru) - Sir Fynwy Torfaen,,,x,,,,no evidence,,0,,No recorded activity on this area
Nerys Evans (Plaid Cymru) - Sir Gaerfyrddin,,,x,,,,no evidence,,0,,No recorded activity on this area
Niamh Salkeld (Plaid Cymru) - Blaenau Gwent Caerffili Rhymni,,,x,,,,no evidence,,0,,No recorded activity on this area
Nick Carter (Plaid Cymru) - Caerdydd Ffynnon Taf,,,x,,,,no evidence,,0,,No recorded activity on this area
Nigel Williams (Reform UK) - Fflint Wrecsam,,,x,,,,no evidence,,0,,No recorded activity on this area
Paul Marr (Reform UK) - Ceredigion Penfro,,,x,,,,no evidence,,0,,No recorded activity on this area
Paul Rock (Wales Green Party) - Caerdydd Ffynnon Taf,,,x,,,,no evidence,,0,,No recorded activity on this area
Rebeca Phillips (Plaid Cymru) - Brycheiniog Tawe Nedd,,,x,,,,no evidence,,0,,No recorded activity on this area
Safa Elhassan (Plaid Cymru) - Gŵyr Abertawe,,,x,,,,no evidence,,0,,No recorded activity on this area
Sara Crowley (Plaid Cymru) - Pontypridd Cynon Merthyr,,,x,,,,no evidence,,0,,No recorded activity on this area
Sarah Cooper-Lesadd (Reform UK) - Pen-y-bont Bro Morgannwg,,,x,,,,no evidence,,0,,No recorded activity on this area
Sarah Edwards (Reform UK) - Sir Gaerfyrddin,,,x,,,,no evidence,,0,,No recorded activity on this area
Sarah Rees (Plaid Cymru) - Pen-y-bont Bro Morgannwg,,,x,,,,no evidence,,0,,No recorded activity on this area
Sera Evans (Plaid Cymru) - Afan Ogwr Rhondda,,,x,,,,no evidence,,0,,No recorded activity on this area
Shav Taj (Welsh Labour) - Caerdydd Ffynnon Taf,,,x,,,,no evidence,,0,,No recorded activity on this area
Stephen Senior (Reform UK) - Sir Fynwy Torfaen,,,x,,,,no evidence,,0,,No recorded activity on this area
Steve Bayliss (Reform UK) - Afan Ogwr Rhondda,,,x,,,,no evidence,,0,,No recorded activity on this area
Steven Rodaway (Reform UK) - Gŵyr Abertawe,,,x,,,,no evidence,,0,,No recorded activity on this area
Tom Montgomery (Reform UK) - Clwyd,,,x,,,,no evidence,,0,,No recorded activity on this area
Zaynub Akbar (Plaid Cymru) - Caerdydd Ffynnon Taf,,,x,,,,no evidence,,0,,No recorded activity on this area
Heledd Fychan (Plaid Cymru) - Pontypridd Cynon Merthyr,,,,x,,,"a vote, 22 months ago","strong (recorded vote, human-confirmed meaning line)",14,,"2026-02-24 VOTE FOR: Item 14. Legislative Consent Motion: The Terminally Ill  [NOT PLACEABLE (confirmed): see config/sd_stance.yaml] | 2026-02-24 VOTE FOR: Item 14. Legislative Consent Motion: The Terminally Ill  [NOT PLACEABLE (confirmed): see config/sd_stance.yaml] | 2026-02-24 VOTE FOR: Item 14. Legislative Consent Motion: The Terminally Ill  [NOT PLACEABLE (confirmed): see config/sd_stance.yaml] | 2026-02-24 VOTE FOR: Item 14. Legislative Consent Motion: The Terminally Ill  [NOT PLACEABLE (confirmed): see config/sd_stance.yaml] | 2026-02-24 SPOKE: 14. Legislative Consent Motion: The Terminal ""14. Legislative Consent Motion: The Terminally Ill Adults (End of Life) Bill"" [activity, not direction] | 2024-10-23 VOTE FOR: Item 5. Member Debate under Standing Order 11.21(iv) - A [-1: Voted for the Senedd's cross-party motion supporting assisted dying, moved in step with the Leadbeater Bill at] | 2024-10-23 SPOKE: 5. Member Debate under Standing Order 11.21( ""5. Member Debate under Standing Order 11.21(iv): Assisted dying"" [activity, not direction] | 2024-10-23 SPOKE: 5. Member Debate under Standing Order 11.21( ""5. Member Debate under Standing Order 11.21(iv): Assisted dying"" [activity, not direction] | 2024-10-23 SPOKE: 5. Member Debate under Standing Order 11.21( ""5. Member Debate under Standing Order 11.21(iv): Assisted dying"" [activity, not direction] | 2024-06-12 QUESTION WQ93198: ""Will the Welsh Government commit to funding 21 per cent of care costs, tied to inflation, "" [activity, not direction] | 2024-06-12 QUESTION WQ93197: ""What work is the Welsh Government undertaking with Tŷ Hafan and Tŷ Gobaith to ensure that "" [activity, not direction] | 2024-06-12 QUESTION WQ93196: ""What progress has the Welsh Government made towards ensuring that all of the 3655 children"" "
Adam Price (Plaid Cymru) - Sir Gaerfyrddin,,,,x,,,"a vote, 22 months ago","strong (recorded vote, human-confirmed meaning line)",10,,"2026-02-24 VOTE FOR: Item 14. Legislative Consent Motion: The Terminally Ill  [NOT PLACEABLE (confirmed): see config/sd_stance.yaml] | 2026-02-24 VOTE FOR: Item 14. Legislative Consent Motion: The Terminally Ill  [NOT PLACEABLE (confirmed): see config/sd_stance.yaml] | 2026-02-24 VOTE FOR: Item 14. Legislative Consent Motion: The Terminally Ill  [NOT PLACEABLE (confirmed): see config/sd_stance.yaml] | 2026-02-24 VOTE FOR: Item 14. Legislative Consent Motion: The Terminally Ill  [NOT PLACEABLE (confirmed): see config/sd_stance.yaml] | 2026-02-24 SPOKE: 14. Legislative Consent Motion: The Terminal ""14. Legislative Consent Motion: The Terminally Ill Adults (End of Life) Bill"" [activity, not direction] | 2025-12-09 SPOKE: 2. Questions to the Counsel General and Mini ""Can I just raise with you an entirely different matter? The sponsors of the Terminally Ill"" [activity, not direction] | 2025-01-09 QUESTION WQ95429: ""Will the Counsel General provide an update on the constitutional implications to Wales of "" [activity, not direction] | 2024-10-23 VOTE FOR: Item 5. Member Debate under Standing Order 11.21(iv) - A [-1: Voted for the Senedd's cross-party motion supporting assisted dying, moved in step with the Leadbeater Bill at] | 2024-10-23 SPOKE: 5. Member Debate under Standing Order 11.21( ""And to protect that autonomy, it's essential that the decision is based on fully informed "" [activity, not direction] | 2024-01-24 VOTE DIDNOTVOTE: Item 6. Member Debate under Standing Order 11.21(iv) - C [absence/abstention -- not placed]"
James Evans (Reform UK) - Brycheiniog Tawe Nedd,,,,x,,,"a vote, 22 months ago","strong (recorded vote, human-confirmed meaning line)",9,,"2026-02-24 VOTE AGAINST: Item 14. Legislative Consent Motion: The Terminally Ill  [NOT PLACEABLE (confirmed): see config/sd_stance.yaml] | 2026-02-24 VOTE AGAINST: Item 14. Legislative Consent Motion: The Terminally Ill  [NOT PLACEABLE (confirmed): see config/sd_stance.yaml] | 2026-02-24 VOTE ABSTAIN: Item 14. Legislative Consent Motion: The Terminally Ill  [absence/abstention -- not placed] | 2026-02-24 VOTE ABSTAIN: Item 14. Legislative Consent Motion: The Terminally Ill  [absence/abstention -- not placed] | 2026-02-24 SPOKE: 14. Legislative Consent Motion: The Terminal ""That's not a procedural technicality, it's a matter of regulatory responsibility. But ther"" [activity, not direction] | 2024-10-23 VOTE FOR: Item 5. Member Debate under Standing Order 11.21(iv) - A [-1: Voted for the Senedd's cross-party motion supporting assisted dying, moved in step with the Leadbeater Bill at] | 2024-10-23 SPOKE: 5. Member Debate under Standing Order 11.21( ""We can't dismiss something because it's at an initial stage. That just isn't right. If we "" [activity, not direction] | 2024-10-23 SPOKE: 5. Member Debate under Standing Order 11.21( ""People can make decisions about their lives on a daily basis, how they choose to live it, "" [activity, not direction] | 2024-01-24 VOTE DIDNOTVOTE: Item 6. Member Debate under Standing Order 11.21(iv) - C [absence/abstention -- not placed]"
Jayne Bryant (Welsh Labour) - Casnewydd Islwyn,,,,x,,,"a vote, 22 months ago","strong (recorded vote, human-confirmed meaning line)",6,,"2026-02-24 VOTE FOR: Item 14. Legislative Consent Motion: The Terminally Ill  [NOT PLACEABLE (confirmed): see config/sd_stance.yaml] | 2026-02-24 VOTE ABSTAIN: Item 14. Legislative Consent Motion: The Terminally Ill  [absence/abstention -- not placed] | 2026-02-24 VOTE ABSTAIN: Item 14. Legislative Consent Motion: The Terminally Ill  [absence/abstention -- not placed] | 2026-02-24 VOTE ABSTAIN: Item 14. Legislative Consent Motion: The Terminally Ill  [absence/abstention -- not placed] | 2024-10-23 VOTE FOR: Item 5. Member Debate under Standing Order 11.21(iv) - A [-1: Voted for the Senedd's cross-party motion supporting assisted dying, moved in step with the Leadbeater Bill at] | 2024-01-24 VOTE FOR: Item 6. Member Debate under Standing Order 11.21(iv) - C [no meaning line -- not placed]"
Rhun ap Iorwerth (Plaid Cymru) - Bangor Conwy Môn,,,,x,,,"a vote, 22 months ago","strong (recorded vote, human-confirmed meaning line)",6,,"2026-02-24 VOTE FOR: Item 14. Legislative Consent Motion: The Terminally Ill  [NOT PLACEABLE (confirmed): see config/sd_stance.yaml] | 2026-02-24 VOTE FOR: Item 14. Legislative Consent Motion: The Terminally Ill  [NOT PLACEABLE (confirmed): see config/sd_stance.yaml] | 2026-02-24 VOTE FOR: Item 14. Legislative Consent Motion: The Terminally Ill  [NOT PLACEABLE (confirmed): see config/sd_stance.yaml] | 2026-02-24 VOTE FOR: Item 14. Legislative Consent Motion: The Terminally Ill  [NOT PLACEABLE (confirmed): see config/sd_stance.yaml] | 2024-10-23 VOTE FOR: Item 5. Member Debate under Standing Order 11.21(iv) - A [-1: Voted for the Senedd's cross-party motion supporting assisted dying, moved in step with the Leadbeater Bill at] | 2024-01-24 VOTE FOR: Item 6. Member Debate under Standing Order 11.21(iv) - C [no meaning line -- not placed]"
Sioned Williams (Plaid Cymru) - Brycheiniog Tawe Nedd,,,,x,,,"a vote, 22 months ago","strong (recorded vote, human-confirmed meaning line)",6,,"2026-02-24 VOTE FOR: Item 14. Legislative Consent Motion: The Terminally Ill  [NOT PLACEABLE (confirmed): see config/sd_stance.yaml] | 2026-02-24 VOTE FOR: Item 14. Legislative Consent Motion: The Terminally Ill  [NOT PLACEABLE (confirmed): see config/sd_stance.yaml] | 2026-02-24 VOTE FOR: Item 14. Legislative Consent Motion: The Terminally Ill  [NOT PLACEABLE (confirmed): see config/sd_stance.yaml] | 2026-02-24 VOTE FOR: Item 14. Legislative Consent Motion: The Terminally Ill  [NOT PLACEABLE (confirmed): see config/sd_stance.yaml] | 2024-10-23 VOTE FOR: Item 5. Member Debate under Standing Order 11.21(iv) - A [-1: Voted for the Senedd's cross-party motion supporting assisted dying, moved in step with the Leadbeater Bill at] | 2024-01-24 VOTE FOR: Item 6. Member Debate under Standing Order 11.21(iv) - C [no meaning line -- not placed]"
Vikki Howells (Welsh Labour) - Pontypridd Cynon Merthyr,,,,x,,,"a vote, 22 months ago","strong (recorded vote, human-confirmed meaning line)",6,,"2026-02-24 VOTE FOR: Item 14. Legislative Consent Motion: The Terminally Ill  [NOT PLACEABLE (confirmed): see config/sd_stance.yaml] | 2026-02-24 VOTE AGAINST: Item 14. Legislative Consent Motion: The Terminally Ill  [NOT PLACEABLE (confirmed): see config/sd_stance.yaml] | 2026-02-24 VOTE AGAINST: Item 14. Legislative Consent Motion: The Terminally Ill  [NOT PLACEABLE (confirmed): see config/sd_stance.yaml] | 2026-02-24 VOTE AGAINST: Item 14. Legislative Consent Motion: The Terminally Ill  [NOT PLACEABLE (confirmed): see config/sd_stance.yaml] | 2024-10-23 VOTE FOR: Item 5. Member Debate under Standing Order 11.21(iv) - A [-1: Voted for the Senedd's cross-party motion supporting assisted dying, moved in step with the Leadbeater Bill at] | 2024-01-24 VOTE FOR: Item 6. Member Debate under Standing Order 11.21(iv) - C [no meaning line -- not placed]"
