Decision-Maker,++,+,0,-,--,Target (Y/N),Based on,Confidence,Evidence items,Profile,Comments
Jim Fairlie (Scottish National Party) - Perthshire South and Kinross-shire,,,,,x,,"a vote, 5 months ago","strong (recorded vote, human-confirmed meaning line)",7,,2026-03-17 VOTE YES: S6M-21005 (Assisted Dying for Terminally Ill Adults (Scotla) [diverged from own party's majority] [-2: Voted to pass the assisted dying Bill at its final stage. The cleanest direction a vote can carry: this was th] | 2026-03-11 VOTE YES: S6M-21077 (Business Programme) [no meaning line -- not placed] | 2026-02-25 VOTE YES: S6M-20898 (Business Programme) [no meaning line -- not placed] | 2025-12-09 VOTE YES: S6M-20037 (Terminally Ill Adults (End of Life) Bill - UK Le) [no meaning line -- not placed] | 2025-10-30 VOTE YES: S6M-19456 (Assisted Dying for Terminally Ill Adults (Scotla) [no meaning line -- not placed] | 2025-05-13 VOTE YES: S6M-17416 (Assisted Dying for Terminally Ill Adults (Scotla) [diverged from own party's majority] [-1: Supported the general principles at Stage 1. Weaker than the Stage 3 vote by convention: some members vote aye] | 2024-11-20 VOTE YES: S6M-15529 (Impact of National Insurance Increase on Public ) [no meaning line -- not placed]
Katy Clark (Scottish Labour) - West Scotland,,,,,x,,"a vote, 5 months ago","strong (recorded vote, human-confirmed meaning line)",7,,2026-03-17 VOTE YES: S6M-21005 (Assisted Dying for Terminally Ill Adults (Scotla) [diverged from own party's majority] [-2: Voted to pass the assisted dying Bill at its final stage. The cleanest direction a vote can carry: this was th] | 2026-03-11 VOTE YES: S6M-21077 (Business Programme) [no meaning line -- not placed] | 2026-02-25 VOTE YES: S6M-20898 (Business Programme) [diverged from own party's majority] [no meaning line -- not placed] | 2025-12-09 VOTE YES: S6M-20037 (Terminally Ill Adults (End of Life) Bill - UK Le) [diverged from own party's majority] [no meaning line -- not placed] | 2025-10-30 VOTE YES: S6M-19456 (Assisted Dying for Terminally Ill Adults (Scotla) [diverged from own party's majority] [no meaning line -- not placed] | 2025-05-13 VOTE YES: S6M-17416 (Assisted Dying for Terminally Ill Adults (Scotla) [diverged from own party's majority] [-1: Supported the general principles at Stage 1. Weaker than the Stage 3 vote by convention: some members vote aye] | 2024-11-20 VOTE NO: S6M-15529 (Impact of National Insurance Increase on Public ) [diverged from own party's majority] [no meaning line -- not placed]
Kenneth Gibson (No Party Affiliation) - Cunninghame North,,,,,x,,"a vote, 5 months ago","strong (recorded vote, human-confirmed meaning line)",7,,2026-03-17 VOTE YES: S6M-21005 (Assisted Dying for Terminally Ill Adults (Scotla) [diverged from own party's majority] [-2: Voted to pass the assisted dying Bill at its final stage. The cleanest direction a vote can carry: this was th] | 2026-03-11 VOTE NOT VOTED: S6M-21077 (Business Programme) [absence/abstention -- not placed] | 2026-02-25 VOTE YES: S6M-20898 (Business Programme) [no meaning line -- not placed] | 2025-12-09 VOTE YES: S6M-20037 (Terminally Ill Adults (End of Life) Bill - UK Le) [no meaning line -- not placed] | 2025-10-30 VOTE YES: S6M-19456 (Assisted Dying for Terminally Ill Adults (Scotla) [no meaning line -- not placed] | 2025-05-13 VOTE YES: S6M-17416 (Assisted Dying for Terminally Ill Adults (Scotla) [diverged from own party's majority] [-1: Supported the general principles at Stage 1. Weaker than the Stage 3 vote by convention: some members vote aye] | 2024-11-20 VOTE YES: S6M-15529 (Impact of National Insurance Increase on Public ) [no meaning line -- not placed]
Liam Kerr (Scottish Conservative and Unionist Party) - North East Scotland,,,,,x,,"a vote, 5 months ago","strong (recorded vote, human-confirmed meaning line)",7,,2026-03-17 VOTE YES: S6M-21005 (Assisted Dying for Terminally Ill Adults (Scotla) [diverged from own party's majority] [-2: Voted to pass the assisted dying Bill at its final stage. The cleanest direction a vote can carry: this was th] | 2026-03-11 VOTE YES: S6M-21077 (Business Programme) [no meaning line -- not placed] | 2026-02-25 VOTE NO: S6M-20898 (Business Programme) [diverged from own party's majority] [no meaning line -- not placed] | 2025-12-09 VOTE YES: S6M-20037 (Terminally Ill Adults (End of Life) Bill - UK Le) [diverged from own party's majority] [no meaning line -- not placed] | 2025-10-30 VOTE YES: S6M-19456 (Assisted Dying for Terminally Ill Adults (Scotla) [diverged from own party's majority] [no meaning line -- not placed] | 2025-05-13 VOTE YES: S6M-17416 (Assisted Dying for Terminally Ill Adults (Scotla) [diverged from own party's majority] [-1: Supported the general principles at Stage 1. Weaker than the Stage 3 vote by convention: some members vote aye] | 2024-11-20 VOTE NO: S6M-15529 (Impact of National Insurance Increase on Public ) [diverged from own party's majority] [no meaning line -- not placed]
Lorna Slater (Scottish Green Party) - Edinburgh Central,,,,,x,,"a vote, 5 months ago","strong (recorded vote, human-confirmed meaning line)",7,,2026-03-17 VOTE YES: S6M-21005 (Assisted Dying for Terminally Ill Adults (Scotla) [diverged from own party's majority] [-2: Voted to pass the assisted dying Bill at its final stage. The cleanest direction a vote can carry: this was th] | 2026-03-11 VOTE YES: S6M-21077 (Business Programme) [no meaning line -- not placed] | 2026-02-25 VOTE YES: S6M-20898 (Business Programme) [diverged from own party's majority] [no meaning line -- not placed] | 2025-12-09 VOTE YES: S6M-20037 (Terminally Ill Adults (End of Life) Bill - UK Le) [diverged from own party's majority] [no meaning line -- not placed] | 2025-10-30 VOTE YES: S6M-19456 (Assisted Dying for Terminally Ill Adults (Scotla) [diverged from own party's majority] [no meaning line -- not placed] | 2025-05-13 VOTE YES: S6M-17416 (Assisted Dying for Terminally Ill Adults (Scotla) [diverged from own party's majority] [-1: Supported the general principles at Stage 1. Weaker than the Stage 3 vote by convention: some members vote aye] | 2024-11-20 VOTE YES: S6M-15529 (Impact of National Insurance Increase on Public ) [diverged from own party's majority] [no meaning line -- not placed]
Maggie Chapman (Scottish Green Party) - North East Scotland,,,,,x,,"a vote, 5 months ago","strong (recorded vote, human-confirmed meaning line)",7,,2026-03-17 VOTE YES: S6M-21005 (Assisted Dying for Terminally Ill Adults (Scotla) [diverged from own party's majority] [-2: Voted to pass the assisted dying Bill at its final stage. The cleanest direction a vote can carry: this was th] | 2026-03-11 VOTE YES: S6M-21077 (Business Programme) [no meaning line -- not placed] | 2026-02-25 VOTE YES: S6M-20898 (Business Programme) [diverged from own party's majority] [no meaning line -- not placed] | 2025-12-09 VOTE YES: S6M-20037 (Terminally Ill Adults (End of Life) Bill - UK Le) [diverged from own party's majority] [no meaning line -- not placed] | 2025-10-30 VOTE YES: S6M-19456 (Assisted Dying for Terminally Ill Adults (Scotla) [diverged from own party's majority] [no meaning line -- not placed] | 2025-05-13 VOTE YES: S6M-17416 (Assisted Dying for Terminally Ill Adults (Scotla) [diverged from own party's majority] [-1: Supported the general principles at Stage 1. Weaker than the Stage 3 vote by convention: some members vote aye] | 2024-11-20 VOTE YES: S6M-15529 (Impact of National Insurance Increase on Public ) [diverged from own party's majority] [no meaning line -- not placed]
Maree Todd (Scottish National Party) - Highlands and Islands,,,,,x,,"a vote, 5 months ago","strong (recorded vote, human-confirmed meaning line)",7,,2026-03-17 VOTE YES: S6M-21005 (Assisted Dying for Terminally Ill Adults (Scotla) [diverged from own party's majority] [-2: Voted to pass the assisted dying Bill at its final stage. The cleanest direction a vote can carry: this was th] | 2026-03-11 VOTE YES: S6M-21077 (Business Programme) [no meaning line -- not placed] | 2026-02-25 VOTE YES: S6M-20898 (Business Programme) [no meaning line -- not placed] | 2025-12-09 VOTE YES: S6M-20037 (Terminally Ill Adults (End of Life) Bill - UK Le) [no meaning line -- not placed] | 2025-10-30 VOTE YES: S6M-19456 (Assisted Dying for Terminally Ill Adults (Scotla) [no meaning line -- not placed] | 2025-05-13 VOTE YES: S6M-17416 (Assisted Dying for Terminally Ill Adults (Scotla) [diverged from own party's majority] [-1: Supported the general principles at Stage 1. Weaker than the Stage 3 vote by convention: some members vote aye] | 2024-11-20 VOTE YES: S6M-15529 (Impact of National Insurance Increase on Public ) [no meaning line -- not placed]
Mark Ruskell (Scottish Green Party) - Mid Scotland and Fife,,,,,x,,"a vote, 5 months ago","strong (recorded vote, human-confirmed meaning line)",7,,2026-03-17 VOTE YES: S6M-21005 (Assisted Dying for Terminally Ill Adults (Scotla) [diverged from own party's majority] [-2: Voted to pass the assisted dying Bill at its final stage. The cleanest direction a vote can carry: this was th] | 2026-03-11 VOTE YES: S6M-21077 (Business Programme) [no meaning line -- not placed] | 2026-02-25 VOTE YES: S6M-20898 (Business Programme) [diverged from own party's majority] [no meaning line -- not placed] | 2025-12-09 VOTE YES: S6M-20037 (Terminally Ill Adults (End of Life) Bill - UK Le) [diverged from own party's majority] [no meaning line -- not placed] | 2025-10-30 VOTE YES: S6M-19456 (Assisted Dying for Terminally Ill Adults (Scotla) [diverged from own party's majority] [no meaning line -- not placed] | 2025-05-13 VOTE YES: S6M-17416 (Assisted Dying for Terminally Ill Adults (Scotla) [diverged from own party's majority] [-1: Supported the general principles at Stage 1. Weaker than the Stage 3 vote by convention: some members vote aye] | 2024-11-20 VOTE YES: S6M-15529 (Impact of National Insurance Increase on Public ) [diverged from own party's majority] [no meaning line -- not placed]
Patrick Harvie (Scottish Green Party) - Glasgow,,,,,x,,"a vote, 5 months ago","strong (recorded vote, human-confirmed meaning line)",7,,2026-03-17 VOTE YES: S6M-21005 (Assisted Dying for Terminally Ill Adults (Scotla) [diverged from own party's majority] [-2: Voted to pass the assisted dying Bill at its final stage. The cleanest direction a vote can carry: this was th] | 2026-03-11 VOTE YES: S6M-21077 (Business Programme) [no meaning line -- not placed] | 2026-02-25 VOTE NOT VOTED: S6M-20898 (Business Programme) [diverged from own party's majority] [absence/abstention -- not placed] | 2025-12-09 VOTE YES: S6M-20037 (Terminally Ill Adults (End of Life) Bill - UK Le) [diverged from own party's majority] [no meaning line -- not placed] | 2025-10-30 VOTE YES: S6M-19456 (Assisted Dying for Terminally Ill Adults (Scotla) [diverged from own party's majority] [no meaning line -- not placed] | 2025-05-13 VOTE YES: S6M-17416 (Assisted Dying for Terminally Ill Adults (Scotla) [diverged from own party's majority] [-1: Supported the general principles at Stage 1. Weaker than the Stage 3 vote by convention: some members vote aye] | 2024-11-20 VOTE YES: S6M-15529 (Impact of National Insurance Increase on Public ) [diverged from own party's majority] [no meaning line -- not placed]
Ross Greer (Scottish Green Party) - West Scotland,,,,,x,,"a vote, 5 months ago","strong (recorded vote, human-confirmed meaning line)",7,,2026-03-17 VOTE YES: S6M-21005 (Assisted Dying for Terminally Ill Adults (Scotla) [diverged from own party's majority] [-2: Voted to pass the assisted dying Bill at its final stage. The cleanest direction a vote can carry: this was th] | 2026-03-11 VOTE YES: S6M-21077 (Business Programme) [no meaning line -- not placed] | 2026-02-25 VOTE YES: S6M-20898 (Business Programme) [diverged from own party's majority] [no meaning line -- not placed] | 2025-12-09 VOTE YES: S6M-20037 (Terminally Ill Adults (End of Life) Bill - UK Le) [diverged from own party's majority] [no meaning line -- not placed] | 2025-10-30 VOTE YES: S6M-19456 (Assisted Dying for Terminally Ill Adults (Scotla) [diverged from own party's majority] [no meaning line -- not placed] | 2025-05-13 VOTE YES: S6M-17416 (Assisted Dying for Terminally Ill Adults (Scotla) [diverged from own party's majority] [-1: Supported the general principles at Stage 1. Weaker than the Stage 3 vote by convention: some members vote aye] | 2024-11-20 VOTE YES: S6M-15529 (Impact of National Insurance Increase on Public ) [diverged from own party's majority] [no meaning line -- not placed]
Shirley-Anne Somerville (Scottish National Party) - Dunfermline,,,,,x,,"a vote, 5 months ago","strong (recorded vote, human-confirmed meaning line)",7,,2026-03-17 VOTE YES: S6M-21005 (Assisted Dying for Terminally Ill Adults (Scotla) [diverged from own party's majority] [-2: Voted to pass the assisted dying Bill at its final stage. The cleanest direction a vote can carry: this was th] | 2026-03-11 VOTE YES: S6M-21077 (Business Programme) [no meaning line -- not placed] | 2026-02-25 VOTE YES: S6M-20898 (Business Programme) [no meaning line -- not placed] | 2025-12-09 VOTE YES: S6M-20037 (Terminally Ill Adults (End of Life) Bill - UK Le) [no meaning line -- not placed] | 2025-10-30 VOTE YES: S6M-19456 (Assisted Dying for Terminally Ill Adults (Scotla) [no meaning line -- not placed] | 2025-05-13 VOTE YES: S6M-17416 (Assisted Dying for Terminally Ill Adults (Scotla) [diverged from own party's majority] [-1: Supported the general principles at Stage 1. Weaker than the Stage 3 vote by convention: some members vote aye] | 2024-11-20 VOTE YES: S6M-15529 (Impact of National Insurance Increase on Public ) [no meaning line -- not placed]
Siobhian Brown (Scottish National Party) - Ayr,,,,,x,,"a vote, 5 months ago","strong (recorded vote, human-confirmed meaning line)",7,,2026-03-17 VOTE YES: S6M-21005 (Assisted Dying for Terminally Ill Adults (Scotla) [diverged from own party's majority] [-2: Voted to pass the assisted dying Bill at its final stage. The cleanest direction a vote can carry: this was th] | 2026-03-11 VOTE YES: S6M-21077 (Business Programme) [no meaning line -- not placed] | 2026-02-25 VOTE YES: S6M-20898 (Business Programme) [no meaning line -- not placed] | 2025-12-09 VOTE YES: S6M-20037 (Terminally Ill Adults (End of Life) Bill - UK Le) [no meaning line -- not placed] | 2025-10-30 VOTE YES: S6M-19456 (Assisted Dying for Terminally Ill Adults (Scotla) [no meaning line -- not placed] | 2025-05-13 VOTE YES: S6M-17416 (Assisted Dying for Terminally Ill Adults (Scotla) [diverged from own party's majority] [-1: Supported the general principles at Stage 1. Weaker than the Stage 3 vote by convention: some members vote aye] | 2024-11-20 VOTE YES: S6M-15529 (Impact of National Insurance Increase on Public ) [no meaning line -- not placed]
Tom Arthur (Scottish National Party) - Renfrewshire West and Levern Valley,,,,,x,,"a vote, 5 months ago","strong (recorded vote, human-confirmed meaning line)",7,,2026-03-17 VOTE YES: S6M-21005 (Assisted Dying for Terminally Ill Adults (Scotla) [diverged from own party's majority] [-2: Voted to pass the assisted dying Bill at its final stage. The cleanest direction a vote can carry: this was th] | 2026-03-11 VOTE YES: S6M-21077 (Business Programme) [no meaning line -- not placed] | 2026-02-25 VOTE YES: S6M-20898 (Business Programme) [no meaning line -- not placed] | 2025-12-09 VOTE YES: S6M-20037 (Terminally Ill Adults (End of Life) Bill - UK Le) [no meaning line -- not placed] | 2025-10-30 VOTE YES: S6M-19456 (Assisted Dying for Terminally Ill Adults (Scotla) [no meaning line -- not placed] | 2025-05-13 VOTE YES: S6M-17416 (Assisted Dying for Terminally Ill Adults (Scotla) [diverged from own party's majority] [-1: Supported the general principles at Stage 1. Weaker than the Stage 3 vote by convention: some members vote aye] | 2024-11-20 VOTE YES: S6M-15529 (Impact of National Insurance Increase on Public ) [no meaning line -- not placed]
Willie Rennie (Scottish Liberal Democrats) - Fife North East,,,,,x,,"a vote, 5 months ago","strong (recorded vote, human-confirmed meaning line)",7,,2026-03-17 VOTE YES: S6M-21005 (Assisted Dying for Terminally Ill Adults (Scotla) [-2: Voted to pass the assisted dying Bill at its final stage. The cleanest direction a vote can carry: this was th] | 2026-03-11 VOTE YES: S6M-21077 (Business Programme) [no meaning line -- not placed] | 2026-02-25 VOTE YES: S6M-20898 (Business Programme) [diverged from own party's majority] [no meaning line -- not placed] | 2025-12-09 VOTE YES: S6M-20037 (Terminally Ill Adults (End of Life) Bill - UK Le) [diverged from own party's majority] [no meaning line -- not placed] | 2025-10-30 VOTE YES: S6M-19456 (Assisted Dying for Terminally Ill Adults (Scotla) [diverged from own party's majority] [no meaning line -- not placed] | 2025-05-13 VOTE YES: S6M-17416 (Assisted Dying for Terminally Ill Adults (Scotla) [-1: Supported the general principles at Stage 1. Weaker than the Stage 3 vote by convention: some members vote aye] | 2024-11-20 VOTE YES: S6M-15529 (Impact of National Insurance Increase on Public ) [diverged from own party's majority] [no meaning line -- not placed]
